flight,source,onset_kind,t_s,staleness_s,err_m,err_at_onset_m,gamma_cum_m_s,gamma_delta_m_s,gamma_inst_m_s,sats,hdop,noise_per_ms,fix_type,speed_m_s,accel_m_s2
gps_jamming,ekf,3x_noise_p95,211.9,34.81,1.5946,1.4945,0.0458,0.0029,-0.3419,13,0.73,146,3,0.89,0.886
gps_jamming,ekf,3x_noise_p95,211.99,34.9,1.5008,1.4945,0.043,0.0002,-0.3419,13,0.73,146,3,1.067,3.693
gps_jamming,ekf,3x_noise_p95,212.09,35.0,1.3875,1.4945,0.0396,0.0,-0.3438,13,0.73,146,3,1.19,5.593
gps_jamming,ekf,3x_noise_p95,212.19,35.1,1.2707,1.4945,0.0362,0.0,-0.3452,13,0.73,146,3,1.204,5.232
gps_jamming,ekf,3x_noise_p95,212.29,35.2,1.1581,1.4945,0.0329,0.0,-0.346,13,0.73,146,3,1.151,1.187
gps_jamming,ekf,3x_noise_p95,212.4,35.31,1.058,1.4945,0.03,0.0,-0.3457,13,0.75,147,3,1.018,10.163
gps_jamming,ekf,3x_noise_p95,212.49,35.4,0.9882,1.4945,0.0279,0.0,-0.3457,13,0.75,147,3,0.897,5.152
gps_jamming,ekf,3x_noise_p95,212.6,35.51,0.9322,1.4945,0.0263,0.0,-0.3423,13,0.75,147,3,0.797,7.009
gps_jamming,ekf,3x_noise_p95,212.69,35.6,0.9003,1.4945,0.0253,0.0,-0.3423,13,0.75,147,3,0.887,7.409
gps_jamming,ekf,3x_noise_p95,212.79,35.7,0.8767,1.4945,0.0246,0.0,-0.339,13,0.75,147,3,1.035,3.018
gps_jamming,ekf,3x_noise_p95,212.89,35.8,0.8695,1.4945,0.0243,0.0,-0.3346,13,0.75,147,3,1.24,4.231
gps_jamming,ekf,3x_noise_p95,212.99,35.9,0.8732,1.4945,0.0243,0.0,-0.3292,13,0.75,147,3,1.413,4.785
gps_jamming,ekf,3x_noise_p95,213.1,36.01,0.9025,1.4945,0.0251,0.0,-0.3157,13,0.75,147,3,1.523,6.955
gps_jamming,ekf,3x_noise_p95,213.19,36.1,0.9327,1.4945,0.0258,0.0,-0.3157,13,0.75,147,3,1.504,2.795
gps_jamming,ekf,3x_noise_p95,213.3,36.21,0.9772,1.4945,0.027,0.0,-0.2991,13,0.75,147,3,1.357,8.825
gps_jamming,ekf,3x_noise_p95,213.39,36.3,0.99,1.4945,0.0273,0.0,-0.2991,13,0.75,147,3,1.172,9.417
gps_jamming,ekf,3x_noise_p95,213.49,36.4,1.0116,1.4945,0.0278,0.0,-0.2902,13,0.75,147,3,0.871,9.294
gps_jamming,ekf,3x_noise_p95,213.6,36.51,0.9864,1.4945,0.027,0.0,-0.2722,13,0.75,147,3,0.433,11.001
gps_jamming,ekf,3x_noise_p95,213.69,36.6,0.9745,1.4945,0.0266,0.0,-0.2722,13,0.75,147,3,0.858,4.402
gps_jamming,ekf,3x_noise_p95,213.8,36.71,0.9559,1.4945,0.026,0.0,-0.2548,13,0.75,147,3,1.249,0.766
gps_jamming,ekf,3x_noise_p95,213.89,36.8,0.9835,1.4945,0.0267,0.0,-0.2548,13,0.75,147,3,1.522,0.593
gps_jamming,ekf,3x_noise_p95,214.0,36.91,1.039,1.4945,0.0282,0.0,-0.2376,13,0.75,147,3,1.782,6.334
gps_jamming,ekf,3x_noise_p95,214.09,37.0,1.1135,1.4945,0.0301,0.0,-0.2376,13,0.75,147,3,1.942,4.507
gps_jamming,ekf,3x_noise_p95,214.2,37.11,1.202,1.4945,0.0324,0.0,-0.22,13,0.75,147,3,2.053,3.991
gps_jamming,ekf,3x_noise_p95,214.3,37.21,1.2842,1.4945,0.0345,0.0,-0.2109,13,0.75,147,3,2.066,3.943
gps_jamming,ekf,3x_noise_p95,214.39,37.3,1.2938,1.4945,0.0347,0.0,-0.2053,13,0.75,157,3,1.901,3.197
gps_jamming,ekf,3x_noise_p95,214.49,37.4,1.2527,1.4945,0.0335,0.0,-0.1925,13,0.75,157,3,1.273,3.069
gps_jamming,ekf,3x_noise_p95,214.59,37.5,1.1098,1.4945,0.0296,0.0,-0.1833,13,0.75,157,3,1.192,7.413
gps_jamming,ekf,3x_noise_p95,214.69,37.6,0.9785,1.4945,0.026,0.0,-0.1743,13,0.75,157,3,1.054,7.178
gps_jamming,ekf,3x_noise_p95,214.79,37.7,0.8054,1.4945,0.0214,0.0,-0.1654,13,0.75,157,3,0.923,9.646
gps_jamming,ekf,3x_noise_p95,214.89,37.8,0.6409,1.4945,0.017,0.0,-0.1565,13,0.75,157,3,0.799,4.069
gps_jamming,ekf,3x_noise_p95,214.99,37.9,0.5007,1.4945,0.0132,0.0,-0.1477,13,0.75,157,3,0.768,4.47
gps_jamming,ekf,3x_noise_p95,215.09,38.0,0.4064,1.4945,0.0107,0.0,-0.1428,13,0.75,157,3,0.617,6.767
gps_jamming,ekf,3x_noise_p95,215.19,38.1,0.3906,1.4945,0.0103,0.0,-0.1297,13,0.75,157,3,0.637,3.197
gps_jamming,ekf,3x_noise_p95,215.29,38.2,0.3809,1.4945,0.01,0.0,-0.125,13,0.75,157,3,0.665,6.762
gps_jamming,ekf,3x_noise_p95,215.39,38.3,0.3888,1.4945,0.0102,0.0,-0.111,13,0.75,156,3,0.735,2.137
gps_jamming,ekf,3x_noise_p95,215.49,38.4,0.376,1.4945,0.0098,0.0,-0.1016,13,0.75,156,3,0.754,4.219
gps_jamming,ekf,3x_noise_p95,215.59,38.5,0.3884,1.4945,0.0101,0.0,-0.0923,13,0.75,156,3,0.632,5.431
gps_jamming,ekf,3x_noise_p95,215.69,38.6,0.3903,1.4945,0.0101,0.0,-0.0831,13,0.75,156,3,0.568,0.593
gps_jamming,ekf,3x_noise_p95,215.79,38.7,0.3927,1.4945,0.0101,0.0,-0.0796,13,0.75,156,3,0.617,3.871
gps_jamming,ekf,3x_noise_p95,215.89,38.8,0.3788,1.4945,0.0098,0.0,-0.0655,13,0.75,156,3,0.625,11.527
gps_jamming,ekf,3x_noise_p95,215.99,38.9,0.3651,1.4945,0.0094,0.0,-0.0625,13,0.75,156,3,0.584,2.482
gps_jamming,ekf,3x_noise_p95,216.09,39.0,0.3428,1.4945,0.0088,0.0,-0.0491,13,0.75,156,3,0.533,11.369
gps_jamming,ekf,3x_noise_p95,216.19,39.1,0.3312,1.4945,0.0085,0.0,-0.0411,13,0.75,156,3,0.547,2.596
gps_jamming,ekf,3x_noise_p95,216.29,39.2,0.3074,1.4945,0.0078,0.0,-0.0331,13,0.75,156,3,0.552,0.955
gps_jamming,ekf,3x_noise_p95,216.39,39.3,0.2781,1.4945,0.0071,0.0,-0.0253,14,0.71,145,3,0.561,2.237
gps_jamming,ekf,3x_noise_p95,216.49,39.4,0.2411,1.4945,0.0061,0.0,-0.0229,14,0.71,145,3,0.555,0.941
gps_jamming,ekf,3x_noise_p95,216.59,39.5,0.2061,1.4945,0.0052,0.0,-0.0096,14,0.71,145,3,0.524,0.23
gps_jamming,ekf,3x_noise_p95,216.69,39.6,0.1753,1.4945,0.0044,0.0,-0.0072,14,0.71,145,3,0.533,0.341
gps_jamming,ekf,3x_noise_p95,216.79,39.7,0.1809,1.4945,0.0046,0.0,0.0058,14,0.71,145,3,0.541,0.202
gps_jamming,ekf,3x_noise_p95,216.89,39.8,0.1859,1.4945,0.0047,0.0,0.0081,14,0.71,145,3,0.537,0.129
gps_jamming,ekf,3x_noise_p95,216.99,39.9,0.2217,1.4945,0.0056,0.0,0.02,14,0.71,145,3,0.516,0.101
gps_jamming,ekf,3x_noise_p95,217.09,40.0,0.2552,1.4945,0.0064,0.0,0.0266,14,0.71,145,3,0.513,0.155
gps_jamming,ekf,3x_noise_p95,217.19,40.1,0.3021,1.4945,0.0075,0.0,0.0327,14,0.71,145,3,0.51,0.093
gps_jamming,ekf,3x_noise_p95,217.29,40.2,0.3385,1.4945,0.0084,0.0,0.0384,14,0.71,145,3,0.501,0.081
gps_jamming,ekf,3x_noise_p95,217.39,40.3,0.3699,1.4945,0.0092,0.0,0.041,14,0.71,145,3,0.484,0.079
gps_jamming,ekf,3x_noise_p95,217.49,40.4,0.398,1.4945,0.0099,0.0,0.046,14,0.71,145,3,0.476,0.07
gps_jamming,ekf,3x_noise_p95,217.59,40.5,0.4356,1.4945,0.0108,0.0,0.046,14,0.71,145,3,0.466,0.049
gps_jamming,ekf,3x_noise_p95,217.69,40.6,0.471,1.4945,0.0116,0.0,0.0502,14,0.71,145,3,0.46,0.052
gps_jamming,ekf,3x_noise_p95,217.79,40.7,0.5206,1.4945,0.0128,0.0,0.0522,14,0.71,145,3,0.456,0.059
gps_jamming,ekf,3x_noise_p95,217.89,40.8,0.5605,1.4945,0.0137,0.0,0.0542,14,0.71,145,3,0.454,0.057
gps_jamming,ekf,3x_noise_p95,217.99,40.9,0.5937,1.4945,0.0145,0.0,0.0563,14,0.71,145,3,0.451,0.075
gps_jamming,ekf,3x_noise_p95,218.09,41.0,0.6245,1.4945,0.0152,0.0,0.0563,14,0.71,145,3,0.452,0.05
gps_jamming,ekf,3x_noise_p95,218.19,41.1,0.6682,1.4945,0.0163,0.0,0.0615,14,0.71,145,3,0.455,0.044
gps_jamming,ekf,3x_noise_p95,218.29,41.2,0.7084,1.4945,0.0172,0.0,0.0615,14,0.71,145,3,0.459,0.06
gps_jamming,ekf,3x_noise_p95,218.39,41.3,0.7551,1.4945,0.0183,0.0,0.0683,14,0.71,146,3,0.453,0.041
gps_jamming,ekf,3x_noise_p95,218.49,41.4,0.795,1.4945,0.0192,0.0,0.0722,14,0.71,146,3,0.447,0.064
gps_jamming,ekf,3x_noise_p95,218.59,41.5,0.8292,1.4945,0.02,0.0,0.0722,14,0.71,146,3,0.433,0.065
gps_jamming,ekf,3x_noise_p95,218.69,41.6,0.8578,1.4945,0.0206,0.0,0.0801,14,0.71,146,3,0.422,0.061
gps_jamming,ekf,3x_noise_p95,218.79,41.7,0.8678,1.4945,0.0208,0.0,0.0801,14,0.71,146,3,0.401,0.023
gps_jamming,ekf,3x_noise_p95,218.89,41.8,0.8806,1.4945,0.0211,0.0,0.0887,14,0.71,146,3,0.386,0.017
gps_jamming,ekf,3x_noise_p95,218.99,41.9,0.9012,1.4945,0.0215,0.0,0.0887,14,0.71,146,3,0.37,0.016
gps_jamming,ekf,3x_noise_p95,219.09,42.0,0.9214,1.4945,0.0219,0.0,0.1002,14,0.71,146,3,0.361,0.006
gps_jamming,ekf,3x_noise_p95,219.19,42.1,0.9472,1.4945,0.0225,0.0,0.1002,14,0.71,146,3,0.355,0.032
gps_jamming,ekf,3x_noise_p95,219.29,42.2,0.9705,1.4945,0.023,0.0,0.1076,14,0.71,146,3,0.352,0.017
gps_jamming,ekf,3x_noise_p95,219.39,42.3,0.9905,1.4945,0.0234,0.0,0.1162,14,0.71,146,3,0.35,0.009
gps_jamming,ekf,3x_noise_p95,219.49,42.4,1.0093,1.4945,0.0238,0.0,0.1254,14,0.71,146,3,0.349,0.046
gps_jamming,ekf,3x_noise_p95,219.59,42.5,1.021,1.4945,0.024,0.0,0.1349,14,0.71,146,3,0.346,0.009
gps_jamming,ekf,3x_noise_p95,219.69,42.6,1.0334,1.4945,0.0243,0.0,0.1436,14,0.71,146,3,0.346,0.037
gps_jamming,ekf,3x_noise_p95,219.79,42.7,1.0363,1.4945,0.0243,0.0,0.1514,14,0.71,146,3,0.354,0.038
gps_jamming,ekf,3x_noise_p95,219.89,42.8,1.0467,1.4945,0.0245,0.0,0.1579,14,0.71,146,3,0.362,0.047
gps_jamming,ekf,3x_noise_p95,219.99,42.9,1.0661,1.4945,0.0249,0.0,0.163,14,0.71,146,3,0.382,0.036
gps_jamming,ekf,3x_noise_p95,220.09,43.0,1.0912,1.4945,0.0254,0.0,0.1668,14,0.71,146,3,0.398,0.04
gps_jamming,ekf,3x_noise_p95,220.19,43.1,1.105,1.4945,0.0256,0.0,0.1696,14,0.71,146,3,0.403,0.034
gps_jamming,ekf,3x_noise_p95,220.29,43.2,1.1226,1.4945,0.026,0.0,0.1723,14,0.71,146,3,0.407,0.054
gps_jamming,ekf,3x_noise_p95,220.39,43.3,1.1273,1.4945,0.026,0.0,0.1749,14,0.71,146,3,0.408,0.049
gps_jamming,ekf,3x_noise_p95,220.49,43.4,1.1363,1.4945,0.0262,0.0,0.1776,14,0.71,146,3,0.408,0.056
gps_jamming,ekf,3x_noise_p95,220.59,43.5,1.1242,1.4945,0.0258,0.0,0.1802,14,0.71,146,3,0.397,0.04
gps_jamming,ekf,3x_noise_p95,220.69,43.6,1.1191,1.4945,0.0257,0.0,0.1829,14,0.71,146,3,0.389,0.032
gps_jamming,ekf,3x_noise_p95,220.79,43.7,1.0953,1.4945,0.0251,0.0,0.1856,14,0.71,146,3,0.364,0.027
gps_jamming,ekf,3x_noise_p95,220.89,43.8,1.0827,1.4945,0.0247,0.0,0.1884,14,0.71,146,3,0.345,0.035
gps_jamming,ekf,3x_noise_p95,220.99,43.9,1.0729,1.4945,0.0244,0.0,0.191,14,0.71,146,3,0.319,0.038
gps_jamming,ekf,3x_noise_p95,221.09,44.0,1.0736,1.4945,0.0244,0.0,0.1933,14,0.71,146,3,0.3,0.046
gps_jamming,ekf,3x_noise_p95,221.19,44.1,1.0872,1.4945,0.0247,0.0,0.1952,14,0.71,146,3,0.282,0.033
gps_jamming,ekf,3x_noise_p95,221.29,44.2,1.1026,1.4945,0.0249,0.0,0.1968,14,0.71,146,3,0.27,0.022
gps_jamming,ekf,3x_noise_p95,221.39,44.3,1.1137,1.4945,0.0251,0.0,0.1979,14,0.71,155,3,0.257,0.022
gps_jamming,ekf,3x_noise_p95,221.49,44.4,1.1284,1.4945,0.0254,0.0,0.1982,14,0.71,155,3,0.249,0.019
gps_jamming,ekf,3x_noise_p95,221.59,44.5,1.1561,1.4945,0.026,0.0,0.1976,14,0.71,155,3,0.243,0.032
gps_jamming,ekf,3x_noise_p95,221.69,44.6,1.1831,1.4945,0.0265,0.0,0.1959,14,0.71,155,3,0.239,0.04
gps_jamming,ekf,3x_noise_p95,221.79,44.7,1.2189,1.4945,0.0273,0.0,0.1931,14,0.71,155,3,0.235,0.013
gps_jamming,ekf,3x_noise_p95,221.89,44.8,1.2506,1.4945,0.0279,0.0,0.1897,14,0.71,155,3,0.233,0.028
gps_jamming,ekf,3x_noise_p95,221.99,44.9,1.2938,1.4945,0.0288,0.0,0.1857,14,0.71,155,3,0.234,0.016
gps_jamming,ekf,3x_noise_p95,222.09,45.0,1.3326,1.4945,0.0296,0.0,0.1815,14,0.71,155,3,0.236,0.037
gps_jamming,ekf,3x_noise_p95,222.19,45.1,1.3779,1.4945,0.0306,0.0,0.1772,14,0.71,155,3,0.236,0.019
gps_jamming,ekf,3x_noise_p95,222.29,45.2,1.4183,1.4945,0.0314,0.0,0.173,14,0.71,155,3,0.238,0.039
gps_jamming,ekf,3x_noise_p95,222.39,45.3,1.463,1.4945,0.0323,0.0,0.1688,14,0.71,155,3,0.24,0.012
gps_spoofing,receiver,3x_noise_p95,120.01,1.0,8.6218,9.269,8.6218,0.0,1.2287,5,2.23,130,3,0.207,6.266
gps_spoofing,receiver,3x_noise_p95,121.01,2.0,7.2722,9.269,3.6304,0.0,1.1538,6,1.33,139,3,0.835,8.178
gps_spoofing,receiver,3x_noise_p95,122.0,3.0,8.457,9.269,2.8218,0.0,1.1538,9,0.99,139,3,1.346,4.37
gps_spoofing,receiver,3x_noise_p95,123.01,4.0,9.8617,9.269,2.4647,0.1481,0.7626,9,0.99,139,3,1.126,7.997
gps_spoofing,receiver,3x_noise_p95,124.01,5.0,11.0527,9.269,2.211,0.3568,0.7239,10,0.95,139,3,1.799,2.592
gps_spoofing,receiver,3x_noise_p95,125.01,6.0,12.2261,9.269,2.0377,0.4929,0.7899,10,0.95,139,3,1.59,4.904
gps_spoofing,receiver,3x_noise_p95,126.01,7.0,13.2143,9.269,1.8872,0.5635,0.6884,10,0.95,139,3,2.469,11.062
gps_spoofing,receiver,3x_noise_p95,127.01,8.0,14.1401,9.269,1.7666,0.6086,0.4164,10,0.95,139,3,2.322,1.558
gps_spoofing,receiver,3x_noise_p95,128.01,9.0,13.5617,9.269,1.5066,0.4769,0.2204,10,0.95,139,3,2.216,10.707
gps_spoofing,receiver,3x_noise_p95,129.01,10.0,13.8111,9.269,1.3807,0.4541,0.0035,10,0.95,139,3,1.881,10.245
gps_spoofing,receiver,3x_noise_p95,130.01,11.0,13.8576,9.269,1.2598,0.4172,-0.2168,10,0.95,139,3,0.95,3.747
gps_spoofing,receiver,3x_noise_p95,131.01,12.0,14.3413,9.269,1.195,0.4226,-0.3006,10,0.95,139,3,1.02,1.521
gps_spoofing,receiver,3x_noise_p95,132.0,13.0,13.8944,9.269,1.069,0.3559,-0.3887,10,0.95,139,3,0.708,0.32
gps_spoofing,receiver,3x_noise_p95,133.0,13.99,13.2314,9.269,0.9455,0.2832,-0.4407,11,0.84,139,3,0.457,0.206
gps_spoofing,receiver,3x_noise_p95,134.0,15.0,12.1458,9.269,0.8099,0.1918,-0.5576,11,0.84,140,3,0.354,0.216
gps_spoofing,receiver,3x_noise_p95,135.01,16.0,10.8972,9.269,0.6811,0.1018,-0.6926,11,0.84,139,3,0.515,0.226
gps_spoofing,receiver,3x_noise_p95,136.0,17.0,10.2764,9.269,0.6046,0.0593,-0.869,11,0.84,139,3,0.655,0.185
gps_spoofing,ekf,3x_noise_p95,120.31,0.41,3.0669,2.6879,7.4819,0.9247,1.0463,5,2.23,130,3,0.383,9.318
gps_spoofing,ekf,3x_noise_p95,120.4,0.5,3.1453,2.6879,6.2921,0.9151,1.0463,6,1.33,139,3,0.478,8.972
gps_spoofing,ekf,3x_noise_p95,120.51,0.61,3.2411,2.6879,5.3145,0.9071,1.0951,6,1.33,139,3,0.653,3.825
gps_spoofing,ekf,3x_noise_p95,120.6,0.7,3.325,2.6879,4.7512,0.9105,1.0951,6,1.33,139,3,0.76,2.54
gps_spoofing,ekf,3x_noise_p95,120.7,0.8,3.4191,2.6879,4.2749,0.9143,1.1198,6,1.33,139,3,0.85,11.502
gps_spoofing,ekf,3x_noise_p95,120.81,0.91,3.5289,2.6879,3.8789,0.9245,1.169,6,1.33,139,3,0.883,4.321
gps_spoofing,ekf,3x_noise_p95,120.9,1.0,3.6154,2.6879,3.6162,0.9277,1.169,6,1.33,139,3,0.835,8.178
gps_spoofing,ekf,3x_noise_p95,121.01,1.11,3.7202,2.6879,3.3524,0.9303,1.2169,6,1.33,139,3,0.745,4.729
gps_spoofing,ekf,3x_noise_p95,121.1,1.2,3.8006,2.6879,3.1679,0.9275,1.2169,6,1.33,139,3,0.669,7.305
gps_spoofing,ekf,3x_noise_p95,121.21,1.31,3.907,2.6879,2.9832,0.9309,1.2636,6,1.33,139,3,0.748,5.544
gps_spoofing,ekf,3x_noise_p95,121.3,1.4,3.9969,2.6879,2.8556,0.9353,1.2636,6,1.33,139,3,0.91,9.506
gps_spoofing,ekf,3x_noise_p95,121.4,1.5,4.1159,2.6879,2.7446,0.9522,1.2866,9,0.99,139,3,1.047,6.886
gps_spoofing,ekf,3x_noise_p95,121.51,1.61,4.2571,2.6879,2.6448,0.9749,1.3311,9,0.99,139,3,1.14,10.615
gps_spoofing,ekf,3x_noise_p95,121.6,1.7,4.3873,2.6879,2.5814,0.9999,1.3311,9,0.99,139,3,1.239,8.806
gps_spoofing,ekf,3x_noise_p95,121.71,1.81,4.5518,2.6879,2.5154,1.03,1.3729,9,0.99,139,3,1.265,6.231
gps_spoofing,ekf,3x_noise_p95,121.8,1.9,4.6998,2.6879,2.4742,1.0592,1.3729,9,0.99,139,3,1.328,6.022
gps_spoofing,ekf,3x_noise_p95,121.91,2.01,4.8815,2.6879,2.4292,1.0916,1.412,9,0.99,139,3,1.346,4.37
gps_spoofing,ekf,3x_noise_p95,122.0,2.1,5.0359,2.6879,2.3986,1.1184,1.412,9,0.99,139,3,1.404,4.736
gps_spoofing,ekf,3x_noise_p95,122.11,2.21,5.2157,2.6879,2.3606,1.1441,1.448,9,0.99,139,3,1.465,2.225
gps_spoofing,ekf,3x_noise_p95,122.21,2.31,5.3816,2.6879,2.3302,1.1664,1.4645,9,0.99,139,3,1.547,7.568
gps_spoofing,ekf,3x_noise_p95,122.3,2.4,5.5232,2.6879,2.3019,1.1817,1.4645,9,0.99,139,3,1.576,5.46
gps_spoofing,ekf,3x_noise_p95,122.41,2.51,5.7018,2.6879,2.2722,1.201,1.4942,9,0.99,139,3,1.574,6.261
gps_spoofing,ekf,3x_noise_p95,122.5,2.6,5.8362,2.6879,2.2452,1.2112,1.4942,9,0.99,139,3,1.5,1.558
gps_spoofing,ekf,3x_noise_p95,122.61,2.71,6.0075,2.6879,2.2173,1.2252,1.5184,9,0.99,139,3,1.375,2.046
gps_spoofing,ekf,3x_noise_p95,122.7,2.8,6.1411,2.6879,2.1938,1.2336,1.5184,9,0.99,139,3,1.255,2.344
gps_spoofing,ekf,3x_noise_p95,122.81,2.91,6.316,2.6879,2.171,1.2471,1.5363,9,0.99,139,3,1.131,2.787
gps_spoofing,ekf,3x_noise_p95,122.91,3.01,6.4725,2.6879,2.1509,1.2577,1.5432,9,0.99,139,3,1.126,7.997
gps_spoofing,ekf,3x_noise_p95,123.01,3.11,6.6483,2.6879,2.1382,1.2737,1.5402,9,0.99,139,3,1.242,4.732
gps_spoofing,ekf,3x_noise_p95,123.11,3.21,6.8243,2.6879,2.1265,1.2889,1.5523,9,0.99,139,3,1.46,10.062
gps_spoofing,ekf,3x_noise_p95,123.2,3.3,6.9989,2.6879,2.1214,1.3067,1.5523,9,0.99,139,3,1.634,11.518
gps_spoofing,ekf,3x_noise_p95,123.31,3.41,7.209,2.6879,2.1146,1.3262,1.5564,9,0.99,139,3,1.771,7.559
gps_spoofing,ekf,3x_noise_p95,123.4,3.5,7.3902,2.6879,2.112,1.3439,1.5564,10,0.95,139,3,1.829,8.193
gps_spoofing,ekf,3x_noise_p95,123.51,3.61,7.6147,2.6879,2.1098,1.3651,1.5569,10,0.95,139,3,1.937,5.705
gps_spoofing,ekf,3x_noise_p95,123.61,3.71,7.8362,2.6879,2.1127,1.388,1.5558,10,0.95,139,3,2.011,8.078
gps_spoofing,ekf,3x_noise_p95,123.7,3.8,8.0421,2.6879,2.1168,1.4093,1.5558,10,0.95,139,3,2.008,6.325
gps_spoofing,ekf,3x_noise_p95,123.81,3.91,8.2942,2.6879,2.1218,1.4342,1.5504,10,0.95,139,3,1.93,4.692
gps_spoofing,ekf,3x_noise_p95,123.9,4.0,8.4854,2.6879,2.1219,1.4497,1.5504,10,0.95,139,3,1.799,2.592
gps_spoofing,ekf,3x_noise_p95,124.01,4.11,8.7038,2.6879,2.1182,1.4641,1.5393,10,0.95,139,3,1.688,2.895
gps_spoofing,ekf,3x_noise_p95,124.1,4.2,8.8607,2.6879,2.1102,1.4701,1.5393,10,0.95,139,3,1.656,6.392
gps_spoofing,ekf,3x_noise_p95,124.21,4.31,9.0446,2.6879,2.099,1.4752,1.5225,10,0.95,139,3,1.72,2.695
gps_spoofing,ekf,3x_noise_p95,124.31,4.41,9.1977,2.6879,2.0861,1.4765,1.5124,10,0.95,139,3,1.764,4.525
gps_spoofing,ekf,3x_noise_p95,124.41,4.51,9.3546,2.6879,2.0747,1.4786,1.4985,10,0.95,139,3,1.807,7.128
gps_spoofing,ekf,3x_noise_p95,124.51,4.61,9.4976,2.6879,2.0607,1.4775,1.4893,10,0.95,139,3,1.787,1.296
gps_spoofing,ekf,3x_noise_p95,124.6,4.7,9.6319,2.6879,2.0498,1.4778,1.4893,10,0.95,139,3,1.758,4.651
gps_spoofing,ekf,3x_noise_p95,124.71,4.81,9.7908,2.6879,2.036,1.4771,1.4626,10,0.95,139,3,1.714,8.042
gps_spoofing,ekf,3x_noise_p95,124.8,4.9,9.9309,2.6879,2.0272,1.4785,1.4626,10,0.95,139,3,1.595,3.217
gps_spoofing,ekf,3x_noise_p95,124.91,5.01,10.1045,2.6879,2.0173,1.4807,1.4321,10,0.95,139,3,1.59,4.904
gps_spoofing,ekf,3x_noise_p95,125.01,5.11,10.3038,2.6879,2.0169,1.4907,1.4161,10,0.95,139,3,1.841,8.852
gps_spoofing,ekf,3x_noise_p95,125.11,5.21,10.5334,2.6879,2.0222,1.5062,1.4002,10,0.95,139,3,2.032,5.681
gps_spoofing,ekf,3x_noise_p95,125.21,5.31,10.7814,2.6879,2.0309,1.5246,1.383,10,0.95,139,3,2.209,8.7
gps_spoofing,ekf,3x_noise_p95,125.3,5.4,11.009,2.6879,2.0392,1.5413,1.383,10,0.95,139,3,2.322,5.998
gps_spoofing,ekf,3x_noise_p95,125.41,5.51,11.284,2.6879,2.0484,1.5605,1.3487,10,0.95,139,3,2.529,7.849
gps_spoofing,ekf,3x_noise_p95,125.5,5.6,11.5074,2.6879,2.0554,1.5753,1.3487,10,0.95,139,3,2.663,17.221
gps_spoofing,ekf,3x_noise_p95,125.61,5.71,11.7668,2.6879,2.0612,1.5904,1.3128,10,0.95,139,3,2.682,6.664
gps_spoofing,ekf,3x_noise_p95,125.71,5.81,11.9901,2.6879,2.0642,1.6014,1.295,10,0.95,139,3,2.696,1.779
gps_spoofing,ekf,3x_noise_p95,125.81,5.91,12.1829,2.6879,2.0619,1.607,1.2826,10,0.95,139,3,2.585,15.024
gps_spoofing,ekf,3x_noise_p95,125.91,6.01,12.3599,2.6879,2.0571,1.6097,1.2598,10,0.95,139,3,2.469,11.062
gps_spoofing,ekf,3x_noise_p95,126.01,6.11,12.5213,2.6879,2.0498,1.6098,1.2485,10,0.95,139,3,2.435,7.812
gps_spoofing,ekf,3x_noise_p95,126.11,6.21,12.7039,2.6879,2.0462,1.6133,1.2239,10,0.95,139,3,2.387,9.594
gps_spoofing,ekf,3x_noise_p95,126.2,6.3,12.8816,2.6879,2.0452,1.6184,1.2239,10,0.95,139,3,2.286,3.786
gps_spoofing,ekf,3x_noise_p95,126.31,6.41,13.0966,2.6879,2.0436,1.6242,1.1858,10,0.95,139,3,2.155,6.772
gps_spoofing,ekf,3x_noise_p95,126.41,6.51,13.2639,2.6879,2.038,1.625,1.1656,10,0.95,139,3,2.064,10.228
gps_spoofing,ekf,3x_noise_p95,126.51,6.61,13.4214,2.6879,2.031,1.6242,1.1543,10,0.95,139,3,2.11,5.013
gps_spoofing,ekf,3x_noise_p95,126.61,6.71,13.5639,2.6879,2.0219,1.6213,1.1228,10,0.95,139,3,2.188,7.52
gps_spoofing,ekf,3x_noise_p95,126.71,6.81,13.7055,2.6879,2.013,1.6182,1.1105,10,0.95,139,3,2.27,3.069
gps_spoofing,ekf,3x_noise_p95,126.81,6.91,13.8436,2.6879,2.0039,1.6148,1.0767,10,0.95,139,3,2.312,3.746
gps_spoofing,ekf,3x_noise_p95,126.9,7.0,13.9687,2.6879,1.996,1.6119,1.0767,10,0.95,139,3,2.322,1.558
gps_spoofing,ekf,3x_noise_p95,127.01,7.11,14.1119,2.6879,1.9853,1.6071,1.0284,10,0.95,139,3,2.244,4.148
gps_spoofing,ekf,3x_noise_p95,127.11,7.21,14.2366,2.6879,1.975,1.6021,1.0156,10,0.95,139,3,2.131,2.361
gps_spoofing,ekf,3x_noise_p95,127.21,7.31,14.3406,2.6879,1.9622,1.5945,0.9911,10,0.95,139,3,1.989,1.648
gps_spoofing,ekf,3x_noise_p95,127.31,7.41,14.438,2.6879,1.9489,1.5861,0.9538,10,0.95,139,3,1.828,5.391
gps_spoofing,ekf,3x_noise_p95,127.41,7.51,14.4819,2.6879,1.9288,1.5708,0.9413,10,0.95,139,3,1.674,2.029
gps_spoofing,ekf,3x_noise_p95,127.51,7.61,14.527,2.6879,1.9094,1.5561,0.9027,10,0.95,139,3,1.569,2.158
